id,user_id,event_id,puntuacion,texto,created_at
21,1225,2025072213252895,3,Entretenido a secas. La idea es buena pero la ejecución se hizo un poco larga y monótona por momentos.,2026-06-20 22:18:00
22,928,2025072213252895,2,"Decepcionante. Mala organización, retraso considerable en el inicio y el espacio se quedó muy pequeño.",2026-06-14 19:59:00
23,1933,2025072213252895,5,Increíble puesta en escena. Sin duda uno de los mejores eventos culturales del año en la región. Repetiré seguro.,2026-06-26 20:32:00
24,1468,2025072213252895,5,"Maravilloso de principio a fin. Muy dinámico, emotivo y excelentemente gestionado. Un 10 absoluto.",2026-04-13 22:51:00
25,824,2025072213252895,5,Increíble puesta en escena. Sin duda uno de los mejores eventos culturales del año en la región. Repetiré seguro.,2026-04-13 18:24:00
26,878,2025072213252895,5,"Un evento espectacular. La organización fue impecable, el sonido perfecto y el ambiente inmejorable.",2026-05-02 23:22:00
27,19,2025072213252895,4,"Muy buen evento y bien organizado. Se disfrutó muchísimo, aunque el acceso al recinto se saturó un poco al principio.",2026-06-01 21:20:00
28,1958,2025072213252895,1,Una estafa de evento. No se correspondía para nada con lo anunciado en el programa. Todo muy descuidado.,2026-05-15 18:31:00
29,1968,2025072213252895,5,"Maravilloso de principio a fin. Muy dinámico, emotivo y excelentemente gestionado. Un 10 absoluto.",2026-06-19 19:09:00
30,1590,2025072213252895,5,Una delicia cultural. Artistas de primer nivel y un público entregado. Organización de diez.,2026-04-17 21:39:00
31,738,2025072213252895,5,Superó todas mis expectativas. Una calidad artística tremenda y el espacio elegido fue todo un acierto.,2026-06-15 19:43:00
32,533,2025072213252895,4,"Muy buen evento y bien organizado. Se disfrutó muchísimo, aunque el acceso al recinto se saturó un poco al principio.",2026-05-18 18:12:00
33,1434,2025072213252895,1,"Pésima experiencia. Mala acústica, desorganización total y un trato del personal que dejó muchísimo que desear. Dinero tirado.",2026-06-02 22:59:00
34,1519,2025072213252895,5,"Un evento espectacular. La organización fue impecable, el sonido perfecto y el ambiente inmejorable.",2026-06-15 19:30:00
35,1143,2025072213252895,4,"Muy buen evento y bien organizado. Se disfrutó muchísimo, aunque el acceso al recinto se saturó un poco al principio.",2026-06-05 22:13:00
36,104,2025072213252895,4,Buena organización y un gran nivel. Volvería a asistir a eventos similares en este espacio.,2026-04-05 23:54:00
37,649,2025072213252895,4,"Gran espectáculo. Los contenidos/artistas estuvieron a la altura, una tarde estupenda llena de cultura.",2026-05-13 21:34:00
38,286,2025072213252895,5,"Maravilloso de principio a fin. Muy dinámico, emotivo y excelentemente gestionado. Un 10 absoluto.",2026-04-28 21:19:00
39,1570,2025072213252895,2,No nos gustó mucho. La propuesta prometía bastante pero se sintió floja y sin apenas preparación.,2026-04-12 20:29:00
40,539,2025072213252895,3,"Estuvo correcto, pero para el precio que tenía esperaba algo más de producción o interacción.",2026-05-25 20:29:00
41,1726,2025072213252895,4,"Gran espectáculo. Los contenidos/artistas estuvieron a la altura, una tarde estupenda llena de cultura.",2026-06-11 21:28:00
42,1594,2025090511122854,5,Una delicia cultural. Artistas de primer nivel y un público entregado. Organización de diez.,2026-04-11 22:03:00
43,1672,2025090511122854,2,"Decepcionante. Mala organización, retraso considerable en el inicio y el espacio se quedó muy pequeño.",2026-06-06 18:07:00
44,632,2025090511122854,4,"Muy buen evento y bien organizado. Se disfrutó muchísimo, aunque el acceso al recinto se saturó un poco al principio.",2026-06-05 20:38:00
45,274,2025090511122854,4,Muy interesante y ameno. Una excelente propuesta para el fin de semana. Recomendable.,2026-05-01 22:08:00
46,1323,2025090511122854,2,Bastante caótico. Problemas técnicos de sonido constantes que arruinaron gran parte de la experiencia.,2026-05-14 21:15:00
47,1654,2025090511122854,5,"Maravilloso de principio a fin. Muy dinámico, emotivo y excelentemente gestionado. Un 10 absoluto.",2026-04-22 19:11:00
48,1740,2025090511122854,4,Buena organización y un gran nivel. Volvería a asistir a eventos similares en este espacio.,2026-06-01 23:59:00
49,374,2025090511122854,4,Buena organización y un gran nivel. Volvería a asistir a eventos similares en este espacio.,2026-06-22 21:56:00
50,721,2025090511122854,5,Superó todas mis expectativas. Una calidad artística tremenda y el espacio elegido fue todo un acierto.,2026-04-26 19:01:00
51,1736,2025090511122854,2,"Decepcionante. Mala organización, retraso considerable en el inicio y el espacio se quedó muy pequeño.",2026-06-09 21:26:00
52,444,2025090511122854,4,Muy interesante y ameno. Una excelente propuesta para el fin de semana. Recomendable.,2026-04-11 23:37:00
53,841,2025090511122854,4,"Muy buen evento y bien organizado. Se disfrutó muchísimo, aunque el acceso al recinto se saturó un poco al principio.",2026-04-27 22:02:00
54,1723,2025090511122854,5,Una delicia cultural. Artistas de primer nivel y un público entregado. Organización de diez.,2026-05-27 20:40:00
55,1728,2025090511122854,5,Una delicia cultural. Artistas de primer nivel y un público entregado. Organización de diez.,2026-06-25 20:03:00
56,808,2025090511122854,5,"Un evento espectacular. La organización fue impecable, el sonido perfecto y el ambiente inmejorable.",2026-04-21 21:03:00
57,388,2025090511122854,2,No nos gustó mucho. La propuesta prometía bastante pero se sintió floja y sin apenas preparación.,2026-06-22 19:59:00
58,799,2025090511122854,4,Puesta en escena muy cuidada y sonido correcto. En general una experiencia muy positiva.,2026-05-23 19:35:00
59,1328,2025090511122854,3,Aceptable. Un contenido cultural interesante pero la organización de los asientos y horarios falló un poco.,2026-04-11 20:22:00
60,172,2025090511122854,5,"Maravilloso de principio a fin. Muy dinámico, emotivo y excelentemente gestionado. Un 10 absoluto.",2026-05-21 22:51:00
61,1480,2025090511122854,5,"Maravilloso de principio a fin. Muy dinámico, emotivo y excelentemente gestionado. Un 10 absoluto.",2026-06-26 22:19:00
62,1543,2025090511122854,5,Increíble puesta en escena. Sin duda uno de los mejores eventos culturales del año en la región. Repetiré seguro.,2026-06-06 21:09:00
63,1775,2025090511122854,5,"Maravilloso de principio a fin. Muy dinámico, emotivo y excelentemente gestionado. Un 10 absoluto.",2026-05-01 22:44:00
64,597,2025090511122854,5,"Maravilloso de principio a fin. Muy dinámico, emotivo y excelentemente gestionado. Un 10 absoluto.",2026-04-26 23:11:00
65,331,2025090511122854,4,"Muy buen evento y bien organizado. Se disfrutó muchísimo, aunque el acceso al recinto se saturó un poco al principio.",2026-05-10 22:46:00
66,178,2025090511122854,4,Muy interesante y ameno. Una excelente propuesta para el fin de semana. Recomendable.,2026-06-05 23:06:00
67,772,2025090511122854,4,"Muy buen evento y bien organizado. Se disfrutó muchísimo, aunque el acceso al recinto se saturó un poco al principio.",2026-04-18 23:37:00
68,45,2025090511122854,5,Superó todas mis expectativas. Una calidad artística tremenda y el espacio elegido fue todo un acierto.,2026-04-19 21:24:00
69,697,2025090511122854,4,Buena organización y un gran nivel. Volvería a asistir a eventos similares en este espacio.,2026-06-17 23:10:00
70,357,2025090511122854,1,La peor organización que he visto en un festival/evento. Una falta de respeto total a los asistentes.,2026-04-04 19:46:00
71,1705,2025090511122854,4,Puesta en escena muy cuidada y sonido correcto. En general una experiencia muy positiva.,2026-06-11 20:19:00
72,1055,2025090511122854,5,"Un evento espectacular. La organización fue impecable, el sonido perfecto y el ambiente inmejorable.",2026-06-24 23:50:00
73,1393,2025090511122854,4,"Gran espectáculo. Los contenidos/artistas estuvieron a la altura, una tarde estupenda llena de cultura.",2026-05-06 20:34:00
74,1956,2025090511122854,5,Superó todas mis expectativas. Una calidad artística tremenda y el espacio elegido fue todo un acierto.,2026-04-12 21:12:00
75,116,2025090511122854,5,"Un evento espectacular. La organización fue impecable, el sonido perfecto y el ambiente inmejorable.",2026-06-28 23:30:00
76,648,2025090511122854,5,"Maravilloso de principio a fin. Muy dinámico, emotivo y excelentemente gestionado. Un 10 absoluto.",2026-06-12 19:46:00
77,1790,2025090511122854,2,Mala gestión del recinto y colas interminables para todo. El contenido tampoco salvó la jornada.,2026-04-01 20:34:00
78,349,2025090511122854,2,No nos gustó mucho. La propuesta prometía bastante pero se sintió floja y sin apenas preparación.,2026-04-06 18:32:00
79,1528,2025090511122854,5,"Un evento espectacular. La organización fue impecable, el sonido perfecto y el ambiente inmejorable.",2026-05-27 18:23:00
80,754,2025090511122854,5,Superó todas mis expectativas. Una calidad artística tremenda y el espacio elegido fue todo un acierto.,2026-06-07 19:38:00
81,1079,2025090511122854,2,Mala gestión del recinto y colas interminables para todo. El contenido tampoco salvó la jornada.,2026-04-08 18:20:00
82,1329,2025090511122854,3,"Estuvo correcto, pero para el precio que tenía esperaba algo más de producción o interacción.",2026-06-04 18:24:00
83,577,2025090511122854,5,Superó todas mis expectativas. Una calidad artística tremenda y el espacio elegido fue todo un acierto.,2026-05-20 23:07:00
84,864,2025090511122854,5,Superó todas mis expectativas. Una calidad artística tremenda y el espacio elegido fue todo un acierto.,2026-05-16 18:35:00
85,356,2025090511122854,3,"Bien para pasar el rato, pero le faltó un punto de ritmo y dinamismo para llegar a emocionar.",2026-05-08 23:52:00
86,1271,2025090511122854,4,Puesta en escena muy cuidada y sonido correcto. En general una experiencia muy positiva.,2026-05-19 18:04:00
87,59,2025090511122854,5,"Un evento espectacular. La organización fue impecable, el sonido perfecto y el ambiente inmejorable.",2026-05-26 20:16:00
88,463,2026011910363932,4,Puesta en escena muy cuidada y sonido correcto. En general una experiencia muy positiva.,2026-05-28 20:00:00
89,1314,2026011910363932,5,"Un evento espectacular. La organización fue impecable, el sonido perfecto y el ambiente inmejorable.",2026-04-25 23:07:00
90,998,2026011910363932,5,Superó todas mis expectativas. Una calidad artística tremenda y el espacio elegido fue todo un acierto.,2026-04-11 19:50:00
91,1961,2026011910363932,2,Muy aburrido y denso. El formato no estaba bien adaptado al público y se hizo eterno.,2026-05-17 22:40:00
92,826,2026011910363932,5,Superó todas mis expectativas. Una calidad artística tremenda y el espacio elegido fue todo un acierto.,2026-06-03 23:12:00
93,578,2026011910363932,5,Una delicia cultural. Artistas de primer nivel y un público entregado. Organización de diez.,2026-04-25 18:09:00
94,451,2026011910363932,5,Superó todas mis expectativas. Una calidad artística tremenda y el espacio elegido fue todo un acierto.,2026-05-08 19:38:00
95,1884,2026011910363932,5,Increíble puesta en escena. Sin duda uno de los mejores eventos culturales del año en la región. Repetiré seguro.,2026-05-23 18:36:00
96,1055,2026011910363932,5,"Maravilloso de principio a fin. Muy dinámico, emotivo y excelentemente gestionado. Un 10 absoluto.",2026-06-23 23:37:00
97,1779,2026011910363932,3,"Bien para pasar el rato, pero le faltó un punto de ritmo y dinamismo para llegar a emocionar.",2026-04-05 18:17:00
98,452,2026011910363932,5,"Maravilloso de principio a fin. Muy dinámico, emotivo y excelentemente gestionado. Un 10 absoluto.",2026-04-02 22:46:00
99,1719,2026011910363932,4,Buena organización y un gran nivel. Volvería a asistir a eventos similares en este espacio.,2026-05-08 23:42:00
100,373,2026011910363932,5,Superó todas mis expectativas. Una calidad artística tremenda y el espacio elegido fue todo un acierto.,2026-05-11 20:38:00
101,992,2026011910363932,4,Puesta en escena muy cuidada y sonido correcto. En general una experiencia muy positiva.,2026-05-09 20:53:00
102,656,2026011910363932,4,Muy interesante y ameno. Una excelente propuesta para el fin de semana. Recomendable.,2026-06-02 21:08:00
103,1350,2026011910363932,5,"Un evento espectacular. La organización fue impecable, el sonido perfecto y el ambiente inmejorable.",2026-05-16 20:53:00
104,1654,2026011910363932,5,"Maravilloso de principio a fin. Muy dinámico, emotivo y excelentemente gestionado. Un 10 absoluto.",2026-05-07 20:32:00
105,695,2026011910363932,5,"Maravilloso de principio a fin. Muy dinámico, emotivo y excelentemente gestionado. Un 10 absoluto.",2026-04-10 22:03:00
106,423,2026011910363932,4,Puesta en escena muy cuidada y sonido correcto. En general una experiencia muy positiva.,2026-04-28 23:46:00
107,359,2026011910363932,4,Buena organización y un gran nivel. Volvería a asistir a eventos similares en este espacio.,2026-06-22 20:30:00
108,1741,2026011910363932,5,Una delicia cultural. Artistas de primer nivel y un público entregado. Organización de diez.,2026-06-03 22:38:00
109,1222,2026011910363932,5,Superó todas mis expectativas. Una calidad artística tremenda y el espacio elegido fue todo un acierto.,2026-05-16 23:21:00
110,1671,2026011910363932,4,Muy interesante y ameno. Una excelente propuesta para el fin de semana. Recomendable.,2026-04-06 22:55:00
111,1246,2026011910363932,5,Increíble puesta en escena. Sin duda uno de los mejores eventos culturales del año en la región. Repetiré seguro.,2026-05-25 22:33:00
112,1514,2026011910363932,5,"Maravilloso de principio a fin. Muy dinámico, emotivo y excelentemente gestionado. Un 10 absoluto.",2026-04-21 22:13:00
113,1736,2026011910363932,2,"Decepcionante. Mala organización, retraso considerable en el inicio y el espacio se quedó muy pequeño.",2026-04-15 19:27:00
114,1989,2026011910363932,4,Buena organización y un gran nivel. Volvería a asistir a eventos similares en este espacio.,2026-06-28 19:32:00
115,1059,2026011910363932,3,Entretenido a secas. La idea es buena pero la ejecución se hizo un poco larga y monótona por momentos.,2026-05-26 23:31:00
116,1062,2026011910363932,5,Increíble puesta en escena. Sin duda uno de los mejores eventos culturales del año en la región. Repetiré seguro.,2026-06-18 20:23:00
117,170,2026011910363932,5,"Maravilloso de principio a fin. Muy dinámico, emotivo y excelentemente gestionado. Un 10 absoluto.",2026-06-18 23:34:00
118,1484,2026011910363932,5,Increíble puesta en escena. Sin duda uno de los mejores eventos culturales del año en la región. Repetiré seguro.,2026-06-05 22:45:00
119,805,2026011910363932,4,"Gran espectáculo. Los contenidos/artistas estuvieron a la altura, una tarde estupenda llena de cultura.",2026-04-24 19:51:00
120,755,2026011910363932,2,Mala gestión del recinto y colas interminables para todo. El contenido tampoco salvó la jornada.,2026-06-02 18:17:00
121,1754,2026011910363932,5,Superó todas mis expectativas. Una calidad artística tremenda y el espacio elegido fue todo un acierto.,2026-04-27 19:17:00
122,1262,2026011910363932,5,Una delicia cultural. Artistas de primer nivel y un público entregado. Organización de diez.,2026-05-23 19:29:00
123,1643,2026011910363932,5,Increíble puesta en escena. Sin duda uno de los mejores eventos culturales del año en la región. Repetiré seguro.,2026-06-06 18:48:00
124,450,2026012518583433,5,Increíble puesta en escena. Sin duda uno de los mejores eventos culturales del año en la región. Repetiré seguro.,2026-04-04 20:45:00
125,1872,2026012518583433,3,"Bien para pasar el rato, pero le faltó un punto de ritmo y dinamismo para llegar a emocionar.",2026-04-23 18:11:00
126,1658,2026012518583433,5,Increíble puesta en escena. Sin duda uno de los mejores eventos culturales del año en la región. Repetiré seguro.,2026-05-21 19:57:00
127,616,2026012518583433,3,"Estuvo correcto, pero para el precio que tenía esperaba algo más de producción o interacción.",2026-06-01 19:41:00
128,1108,2026012518583433,4,Muy interesante y ameno. Una excelente propuesta para el fin de semana. Recomendable.,2026-06-10 20:25:00
129,189,2026012518583433,4,"Muy buen evento y bien organizado. Se disfrutó muchísimo, aunque el acceso al recinto se saturó un poco al principio.",2026-06-16 21:56:00
130,1237,2026012518583433,4,Muy interesante y ameno. Una excelente propuesta para el fin de semana. Recomendable.,2026-05-27 21:08:00
131,978,2026012518583433,5,"Un evento espectacular. La organización fue impecable, el sonido perfecto y el ambiente inmejorable.",2026-04-26 22:14:00
132,1548,2026012518583433,5,Superó todas mis expectativas. Una calidad artística tremenda y el espacio elegido fue todo un acierto.,2026-05-15 22:40:00
133,27,2026012518583433,5,Una delicia cultural. Artistas de primer nivel y un público entregado. Organización de diez.,2026-06-02 23:35:00
134,1064,2026012518583433,5,Superó todas mis expectativas. Una calidad artística tremenda y el espacio elegido fue todo un acierto.,2026-05-25 23:05:00
135,772,2026012518583433,3,"Estuvo correcto, pero para el precio que tenía esperaba algo más de producción o interacción.",2026-05-15 22:52:00
136,89,2026012518583433,5,Una delicia cultural. Artistas de primer nivel y un público entregado. Organización de diez.,2026-06-27 18:52:00
137,562,2026012518583433,3,Aceptable. Un contenido cultural interesante pero la organización de los asientos y horarios falló un poco.,2026-04-10 18:37:00
138,185,2026012518583433,4,"Muy buen evento y bien organizado. Se disfrutó muchísimo, aunque el acceso al recinto se saturó un poco al principio.",2026-06-03 21:36:00
139,1317,2026012518583433,5,"Un evento espectacular. La organización fue impecable, el sonido perfecto y el ambiente inmejorable.",2026-06-13 22:29:00
140,504,2026012518583433,4,Buena organización y un gran nivel. Volvería a asistir a eventos similares en este espacio.,2026-06-16 18:09:00
141,1976,2026012518583433,3,Aceptable. Un contenido cultural interesante pero la organización de los asientos y horarios falló un poco.,2026-04-05 18:25:00
142,436,2026012518583433,5,"Un evento espectacular. La organización fue impecable, el sonido perfecto y el ambiente inmejorable.",2026-06-06 20:01:00
143,1628,2026012518583433,3,"El evento en sí estuvo bien y los artistas cumplieron, pero la acústica o visibilidad del lugar no acompañaba del todo.",2026-04-24 22:33:00
144,865,2026012518583433,3,"El evento en sí estuvo bien y los artistas cumplieron, pero la acústica o visibilidad del lugar no acompañaba del todo.",2026-05-24 23:09:00
145,1405,2026012518583433,4,Muy interesante y ameno. Una excelente propuesta para el fin de semana. Recomendable.,2026-04-16 20:45:00
146,1444,2026012518583433,3,"Estuvo correcto, pero para el precio que tenía esperaba algo más de producción o interacción.",2026-04-23 21:15:00
147,930,2026012518583433,3,"Bien para pasar el rato, pero le faltó un punto de ritmo y dinamismo para llegar a emocionar.",2026-05-28 21:02:00
148,1341,2026012518583433,4,Puesta en escena muy cuidada y sonido correcto. En general una experiencia muy positiva.,2026-06-08 19:28:00
149,1145,2026012518583433,3,Entretenido a secas. La idea es buena pero la ejecución se hizo un poco larga y monótona por momentos.,2026-04-25 22:30:00
150,269,2026012518583433,5,Una delicia cultural. Artistas de primer nivel y un público entregado. Organización de diez.,2026-05-13 22:01:00
151,433,2026012518583433,4,Puesta en escena muy cuidada y sonido correcto. En general una experiencia muy positiva.,2026-05-07 23:02:00
152,412,2026041405060923,5,Superó todas mis expectativas. Una calidad artística tremenda y el espacio elegido fue todo un acierto.,2026-06-21 19:29:00
153,1586,2026041405060923,5,"Un evento espectacular. La organización fue impecable, el sonido perfecto y el ambiente inmejorable.",2026-05-01 18:47:00
154,1312,2026041405060923,4,"Gran espectáculo. Los contenidos/artistas estuvieron a la altura, una tarde estupenda llena de cultura.",2026-06-19 19:52:00
155,1189,2026041405060923,5,"Maravilloso de principio a fin. Muy dinámico, emotivo y excelentemente gestionado. Un 10 absoluto.",2026-06-28 19:43:00
156,1812,2026041405060923,2,Bastante caótico. Problemas técnicos de sonido constantes que arruinaron gran parte de la experiencia.,2026-05-06 22:07:00
157,341,2026041405060923,3,Entretenido a secas. La idea es buena pero la ejecución se hizo un poco larga y monótona por momentos.,2026-05-01 18:44:00
158,251,2026041405060923,3,"Estuvo correcto, pero para el precio que tenía esperaba algo más de producción o interacción.",2026-05-21 23:36:00
159,644,2026041405060923,4,Muy interesante y ameno. Una excelente propuesta para el fin de semana. Recomendable.,2026-05-17 18:47:00
160,1685,2026041405060923,5,Una delicia cultural. Artistas de primer nivel y un público entregado. Organización de diez.,2026-06-01 20:15:00
161,1233,2026041405060923,5,"Un evento espectacular. La organización fue impecable, el sonido perfecto y el ambiente inmejorable.",2026-04-13 20:38:00
162,1642,2026041405060923,4,Buena organización y un gran nivel. Volvería a asistir a eventos similares en este espacio.,2026-06-22 19:19:00
163,1265,2026041405060923,5,Una delicia cultural. Artistas de primer nivel y un público entregado. Organización de diez.,2026-04-01 20:58:00
164,19,2026041405060923,3,Entretenido a secas. La idea es buena pero la ejecución se hizo un poco larga y monótona por momentos.,2026-05-23 22:06:00
165,149,2026041405060923,5,Increíble puesta en escena. Sin duda uno de los mejores eventos culturales del año en la región. Repetiré seguro.,2026-05-22 19:38:00
166,499,2026041405060923,4,Buena organización y un gran nivel. Volvería a asistir a eventos similares en este espacio.,2026-05-22 18:04:00
167,1144,2026041405060923,4,"Gran espectáculo. Los contenidos/artistas estuvieron a la altura, una tarde estupenda llena de cultura.",2026-06-01 22:19:00
168,495,2026041405060923,5,Increíble puesta en escena. Sin duda uno de los mejores eventos culturales del año en la región. Repetiré seguro.,2026-05-14 18:28:00
169,75,2026041405060923,5,Una delicia cultural. Artistas de primer nivel y un público entregado. Organización de diez.,2026-04-10 21:40:00
170,1890,2026041405060923,3,"El evento en sí estuvo bien y los artistas cumplieron, pero la acústica o visibilidad del lugar no acompañaba del todo.",2026-06-15 18:06:00
171,1152,2026041405060923,4,"Gran espectáculo. Los contenidos/artistas estuvieron a la altura, una tarde estupenda llena de cultura.",2026-05-27 21:51:00
172,1361,2026041405060923,5,"Un evento espectacular. La organización fue impecable, el sonido perfecto y el ambiente inmejorable.",2026-05-28 20:28:00
173,109,2026041405060923,5,"Maravilloso de principio a fin. Muy dinámico, emotivo y excelentemente gestionado. Un 10 absoluto.",2026-05-24 20:28:00
174,1435,2026041405060923,5,Una delicia cultural. Artistas de primer nivel y un público entregado. Organización de diez.,2026-05-14 20:55:00
175,1056,2026041405060923,5,Superó todas mis expectativas. Una calidad artística tremenda y el espacio elegido fue todo un acierto.,2026-04-27 18:39:00
176,106,2026041405060923,3,"Bien para pasar el rato, pero le faltó un punto de ritmo y dinamismo para llegar a emocionar.",2026-04-01 19:44:00
177,1848,2026041405060923,3,Aceptable. Un contenido cultural interesante pero la organización de los asientos y horarios falló un poco.,2026-05-23 19:55:00
178,390,2026041405060923,4,Muy interesante y ameno. Una excelente propuesta para el fin de semana. Recomendable.,2026-04-06 19:24:00
179,1479,2026041405060923,2,No nos gustó mucho. La propuesta prometía bastante pero se sintió floja y sin apenas preparación.,2026-05-20 23:34:00
180,267,2026041405060923,5,"Maravilloso de principio a fin. Muy dinámico, emotivo y excelentemente gestionado. Un 10 absoluto.",2026-06-07 22:19:00
181,188,2026041405060923,5,Una delicia cultural. Artistas de primer nivel y un público entregado. Organización de diez.,2026-05-18 23:16:00
182,26,2026041405060923,2,Bastante caótico. Problemas técnicos de sonido constantes que arruinaron gran parte de la experiencia.,2026-05-28 19:11:00
183,1932,2026041405060923,1,La peor organización que he visto en un festival/evento. Una falta de respeto total a los asistentes.,2026-04-10 23:39:00
184,780,2026041405060923,3,Entretenido a secas. La idea es buena pero la ejecución se hizo un poco larga y monótona por momentos.,2026-04-10 21:42:00
185,1659,2026041405060923,5,Una delicia cultural. Artistas de primer nivel y un público entregado. Organización de diez.,2026-05-05 21:40:00
186,1900,2026041405060923,5,"Maravilloso de principio a fin. Muy dinámico, emotivo y excelentemente gestionado. Un 10 absoluto.",2026-04-22 22:19:00
187,1640,2026041405060923,5,"Un evento espectacular. La organización fue impecable, el sonido perfecto y el ambiente inmejorable.",2026-06-26 22:21:00
188,155,2026041405060923,3,"Bien para pasar el rato, pero le faltó un punto de ritmo y dinamismo para llegar a emocionar.",2026-05-10 19:44:00
189,675,2026041405060923,2,Mala gestión del recinto y colas interminables para todo. El contenido tampoco salvó la jornada.,2026-06-27 20:51:00
190,1426,2026041405060923,1,La peor organización que he visto en un festival/evento. Una falta de respeto total a los asistentes.,2026-05-17 20:48:00
191,99,2026041405060923,5,"Maravilloso de principio a fin. Muy dinámico, emotivo y excelentemente gestionado. Un 10 absoluto.",2026-04-17 18:26:00
192,1178,2026041405060923,4,Buena organización y un gran nivel. Volvería a asistir a eventos similares en este espacio.,2026-05-14 22:57:00
193,1342,2026041405060923,2,Bastante caótico. Problemas técnicos de sonido constantes que arruinaron gran parte de la experiencia.,2026-04-28 22:37:00
194,527,2026041405060923,3,"Estuvo correcto, pero para el precio que tenía esperaba algo más de producción o interacción.",2026-06-12 18:06:00
195,487,2026041405060923,3,Entretenido a secas. La idea es buena pero la ejecución se hizo un poco larga y monótona por momentos.,2026-04-07 21:39:00
196,1537,2026041405060923,1,"Vergonzoso. Retrasos injustificados, visibilidad nula y fallos técnicos constantes. No lo recomiendo en absoluto.",2026-04-16 21:32:00
197,819,2026041405060923,4,"Gran espectáculo. Los contenidos/artistas estuvieron a la altura, una tarde estupenda llena de cultura.",2026-04-12 22:05:00
198,240,2026042805014018,4,"Muy buen evento y bien organizado. Se disfrutó muchísimo, aunque el acceso al recinto se saturó un poco al principio.",2026-04-27 22:55:00
199,359,2026042805014018,5,"Maravilloso de principio a fin. Muy dinámico, emotivo y excelentemente gestionado. Un 10 absoluto.",2026-06-11 19:07:00
200,1043,2026042805014018,4,"Muy buen evento y bien organizado. Se disfrutó muchísimo, aunque el acceso al recinto se saturó un poco al principio.",2026-04-12 19:28:00
201,1879,2026042805014018,4,Puesta en escena muy cuidada y sonido correcto. En general una experiencia muy positiva.,2026-04-28 22:50:00
202,697,2026042805014018,5,"Maravilloso de principio a fin. Muy dinámico, emotivo y excelentemente gestionado. Un 10 absoluto.",2026-04-25 18:01:00
203,12,2026042805014018,2,Muy aburrido y denso. El formato no estaba bien adaptado al público y se hizo eterno.,2026-04-14 21:31:00
204,190,2026042805014018,5,"Un evento espectacular. La organización fue impecable, el sonido perfecto y el ambiente inmejorable.",2026-05-15 20:47:00
205,1350,2026042805014018,4,"Muy buen evento y bien organizado. Se disfrutó muchísimo, aunque el acceso al recinto se saturó un poco al principio.",2026-05-02 19:27:00
206,1881,2026042805014018,5,"Un evento espectacular. La organización fue impecable, el sonido perfecto y el ambiente inmejorable.",2026-06-09 22:33:00
